gene_id	gene_name	chromosome	start	end
ENSG00000307983	ENSG00000307983	chr1	10866418	10873103
ENSG00000307999	ENSG00000307999	chr1	10870671	10873299
ENSG00000225158	HSPE1P24	chr1	10895761	10895998
ENSG00000308257	ENSG00000308257	chr1	10901097	10905131
ENSG00000175262	C1orf127	chr1	10946471	10982076
ENSG00000215785	CFL1P6	chr1	10990978	10991797
ENSG00000120948	TARDBP	chr1	11012344	11030528
ENSG00000009724	MASP2	chr1	11022009	11047239
ENSG00000116649	SRM	chr1	11054584	11060020
ENSG00000230337	EXOSC10-AS1	chr1	11060228	11102105
ENSG00000171824	EXOSC10	chr1	11066618	11099869
ENSG00000198793	MTOR	chr1	11106535	11262556
ENSG00000225602	MTOR-AS1	chr1	11143898	11149537
ENSG00000253086	RNU6-537P	chr1	11152350	11152452
ENSG00000171819	ANGPTL7	chr1	11189355	11195981
ENSG00000207451	RNU6-291P	chr1	11226254	11226360
ENSG00000238173	RPL39P6	chr1	11232963	11233112
ENSG00000309051	ENSG00000309051	chr1	11262779	11265896
ENSG00000120942	UBIAD1	chr1	11273198	11296049
ENSG00000238199	UBE2V2P3	chr1	11278616	11279351
ENSG00000284646	ENSG00000284646	chr1	11311711	11339929
ENSG00000302153	ENSG00000302153	chr1	11350694	11398213
ENSG00000302176	ENSG00000302176	chr1	11355388	11356302
ENSG00000224338	MTCYBP45	chr1	11425257	11425821
ENSG00000299102	ENSG00000299102	chr1	11442145	11454264
ENSG00000204624	DISP3	chr1	11479155	11537551
ENSG00000285833	ENSG00000285833	chr1	11500803	11502016
ENSG00000303300	ENSG00000303300	chr1	11593685	11595450
ENSG00000235643	LINC01647	chr1	11609468	11613358
ENSG00000284708	ENSG00000284708	chr1	11623558	11643416
ENSG00000116661	FBXO2	chr1	11637018	11655785
ENSG00000132879	FBXO44	chr1	11654375	11663327
ENSG00000116670	MAD2L2	chr1	11657230	11691811
ENSG00000116663	FBXO6	chr1	11664200	11674354
ENSG00000162490	DRAXIN	chr1	11691710	11725857
ENSG00000301523	ENSG00000301523	chr1	11725613	11731906
ENSG00000305789	ENSG00000305789	chr1	11735691	11736690
ENSG00000177674	AGTRAP	chr1	11736084	11754802
ENSG00000215910	C1orf167	chr1	11761787	11789585
ENSG00000177553	C1orf167-AS1	chr1	11777077	11779619
ENSG00000177000	MTHFR	chr1	11785723	11806455
ENSG00000011021	CLCN6	chr1	11806096	11848079
ENSG00000276470	ENSG00000276470	chr1	11843812	11843984
ENSG00000278852	ENSG00000278852	chr1	11845549	11845697
ENSG00000175206	NPPA	chr1	11845709	11848345
ENSG00000275915	ENSG00000275915	chr1	11847442	11847549
ENSG00000120937	NPPB	chr1	11857464	11858945
ENSG00000224904	SBF1P2	chr1	11877770	11880406
ENSG00000285646	ENSG00000285646	chr1	11907940	11925009
ENSG00000199347	RNU5E-1	chr1	11908152	11908271
ENSG00000201801	RNU5E-4P	chr1	11909808	11909927
ENSG00000116685	KIAA2013	chr1	11919591	11926428
ENSG00000083444	PLOD1	chr1	11934205	11975538
ENSG00000287384	ENSG00000287384	chr1	11979533	11980127
ENSG00000116688	MFN2	chr1	11980181	12015211
ENSG00000270914	ENSG00000270914	chr1	12017216	12017308
ENSG00000116691	MIIP	chr1	12019466	12032045
ENSG00000202461	Y_RNA	chr1	12024012	12024124
ENSG00000276869	MIR6729	chr1	12029158	12029222
ENSG00000243539	RN7SL649P	chr1	12036740	12037014
ENSG00000120949	TNFRSF8	chr1	12063303	12144207
ENSG00000201135	RNU6-777P	chr1	12077881	12077984
ENSG00000227875	RPL23AP89	chr1	12080293	12080547
ENSG00000285604	ENSG00000285604	chr1	12088441	12092264
ENSG00000294285	ENSG00000294285	chr1	12153016	12153318
ENSG00000301863	ENSG00000301863	chr1	12165230	12167519
ENSG00000283789	MIR7846	chr1	12166943	12167038
ENSG00000028137	TNFRSF1B	chr1	12166991	12209228
ENSG00000296888	ENSG00000296888	chr1	12173929	12180309
ENSG00000263676	MIR4632	chr1	12191713	12191773
ENSG00000297053	ENSG00000297053	chr1	12215712	12227459
ENSG00000225196	RPL10P17	chr1	12220794	12221109
ENSG00000252969	SNORA70	chr1	12221148	12221271
ENSG00000048707	VPS13D	chr1	12230030	12512047
ENSG00000295309	ENSG00000295309	chr1	12357054	12368922
ENSG00000239149	SNORA59A	chr1	12507246	12507397
ENSG00000229484	LINC02766	chr1	12525549	12540875
ENSG00000309694	ENSG00000309694	chr1	12551588	12554086
ENSG00000162496	DHRS3	chr1	12567909	12620133
ENSG00000221340	RNU6ATAC18P	chr1	12569972	12570072
ENSG00000276830	MIR6730	chr1	12578957	12579023
ENSG00000305650	ENSG00000305650	chr1	12607487	12616550
ENSG00000288927	ENSG00000288927	chr1	12618019	12620380
ENSG00000204518	AADACL4	chr1	12644085	12667076
ENSG00000226166	ENSG00000226166	chr1	12692909	12693020
ENSG00000188984	AADACL3	chr1	12716110	12728760
ENSG00000157330	CFAP107	chr1	12746200	12763699
ENSG00000116726	PRAMEF12	chr1	12773738	12777906
ENSG00000116721	PRAMEF1	chr1	12791397	12796628
ENSG00000228338	LINC01784	chr1	12822618	12823239
ENSG00000239810	PRAMEF11	chr1	12824605	12831410
ENSG00000231103	PRAMEF30P	chr1	12838125	12841357
ENSG00000179172	HNRNPCL1	chr1	12847377	12848720
ENSG00000120952	PRAMEF2	chr1	12857086	12861909
ENSG00000243073	PRAMEF4	chr1	12879212	12886201
ENSG00000296105	ENSG00000296105	chr1	12879655	12887664
ENSG00000187545	PRAMEF10	chr1	12892896	12898270
ENSG00000204510	PRAMEF7	chr1	12916610	12920751
ENSG00000207434	RNU6-1072P	chr1	12922554	12922660
ENSG00000234064	PRAMEF29P	chr1	12926162	12928253
ENSG00000232423	PRAMEF6	chr1	12938472	12947580
ENSG00000274178	PRAMEF28P	chr1	13029339	13032130
ENSG00000274764	PRAMEF27	chr1	13049476	13056575
ENSG00000277058	HNRNPCL3	chr1	13060769	13062878
ENSG00000229571	PRAMEF25	chr1	13068677	13077884
ENSG00000277862	PRAMEF34P	chr1	13095179	13097971
ENSG00000236179	PRAMEF35P	chr1	13104403	13105689
ENSG00000275774	HNRNPCL2	chr1	13115488	13116854
ENSG00000290772	PRAMEF36P	chr1	13127073	13132099
ENSG00000229978	PRAMEF36P	chr1	13128818	13131615
ENSG00000297821	ENSG00000297821	chr1	13136879	13146044
ENSG00000233336	ENSG00000233336	chr1	13146981	13147460
ENSG00000280267	PRAMEF26	chr1	13148905	13158116
ENSG00000179412	HNRNPCL4	chr1	13163914	13165631
ENSG00000204505	PRAMEF9	chr1	13171848	13179459
ENSG00000279169	PRAMEF13	chr1	13196188	13201409
ENSG00000279804	PRAMEF18	chr1	13222695	13226154
ENSG00000295394	ENSG00000295394	chr1	13241574	13246938
ENSG00000250894	PRAMEF31P	chr1	13245863	13248652
ENSG00000270601	PRAMEF5	chr1	13254198	13263435
ENSG00000231219	PRAMEF32P	chr1	13273539	13275627
ENSG00000207511	RNU6-771P	chr1	13279125	13279231
ENSG00000182330	PRAMEF8	chr1	13281304	13285137
ENSG00000237700	PRAMEF33	chr1	13303539	13308907
ENSG00000204501	PRAMEF15	chr1	13315581	13322598
ENSG00000228229	ENSG00000228229	chr1	13324039	13324518
ENSG00000204481	PRAMEF14	chr1	13341892	13347134
ENSG00000204480	PRAMEF19	chr1	13368431	13371947
ENSG00000204479	PRAMEF17	chr1	13389632	13392629
ENSG00000204478	PRAMEF20	chr1	13410450	13421328
ENSG00000307992	ENSG00000307992	chr1	13432723	13433216
ENSG00000295011	ENSG00000295011	chr1	13440090	13463853
ENSG00000162494	LRRC38	chr1	13474973	13514003
ENSG00000301663	ENSG00000301663	chr1	13487560	13493162
ENSG00000259961	ENSG00000259961	chr1	13513220	13516270
ENSG00000215909	BRWD1P1	chr1	13555001	13555694
ENSG00000162493	PDPN	chr1	13583465	13617957
ENSG00000222952	RNA5SP41	chr1	13623184	13623284
ENSG00000237445	ENSG00000237445	chr1	13657311	13659910
ENSG00000295237	ENSG00000295237	chr1	13657975	13671408
ENSG00000253085	ENSG00000253085	chr1	13696070	13696199
ENSG00000116731	PRDM2	chr1	13700188	13825079
ENSG00000289380	ENSG00000289380	chr1	13757778	13758465
ENSG00000304226	ENSG00000304226	chr1	13828671	13873639
ENSG00000189337	KAZN	chr1	13892792	15118043
ENSG00000252151	RNU6-1265P	chr1	14124233	14124335
ENSG00000231606	ENSG00000231606	chr1	14221887	14304445
ENSG00000234593	KAZN-AS1	chr1	14338825	14419973
ENSG00000302124	ENSG00000302124	chr1	14545663	14552449
ENSG00000235829	TBCAP2	chr1	14692129	14692613
ENSG00000287756	ENSG00000287756	chr1	14774469	14777727
ENSG00000294214	ENSG00000294214	chr1	14816218	14817051
ENSG00000294586	ENSG00000294586	chr1	14824734	14832212
ENSG00000293964	ENSG00000293964	chr1	14888740	14911503
ENSG00000175147	TMEM51-AS1	chr1	15111815	15153618
ENSG00000310342	ENSG00000310342	chr1	15124679	15126759
ENSG00000171729	TMEM51	chr1	15152532	15220478
ENSG00000204464	TMEM51-AS2	chr1	15164191	15171666
ENSG00000215720	MFFP1	chr1	15191828	15192845
ENSG00000278480	ZBTB2P1	chr1	15226373	15227549
ENSG00000142621	FHAD1	chr1	15236521	15400283
ENSG00000228140	EFHD2-AS1	chr1	15316844	15411229
ENSG00000233485	FHAD1-AS1	chr1	15326680	15343890
ENSG00000236045	ENSG00000236045	chr1	15334166	15335464
ENSG00000142634	EFHD2	chr1	15409888	15430339
ENSG00000162438	CTRC	chr1	15438442	15449242
ENSG00000142615	CELA2A	chr1	15456728	15472091
ENSG00000215704	CELA2B	chr1	15465909	15491395
ENSG00000132906	CASP9	chr1	15490832	15526534
ENSG00000116138	DNAJC16	chr1	15526813	15592379
ENSG00000251866	SCARNA21B	chr1	15542165	15542304
ENSG00000272510	ENSG00000272510	chr1	15565611	15565956
ENSG00000116771	AGMAT	chr1	15571699	15585051
ENSG00000237301	ENSG00000237301	chr1	15586136	15603632
ENSG00000235084	CHCHD2P6	chr1	15604597	15605043
ENSG00000252417	RNU7-179P	chr1	15608078	15608145
ENSG00000294489	ENSG00000294489	chr1	15609621	15618079
ENSG00000236500	CD24P1	chr1	15614643	15614867
ENSG00000197312	DDI2	chr1	15617458	15669044
ENSG00000215695	RSC1A1	chr1	15659713	15662033
ENSG00000271742	ENSG00000271742	chr1	15682873	15683128
ENSG00000116786	PLEKHM2	chr1	15684320	15734769
ENSG00000237938	ENSG00000237938	chr1	15720312	15736896
ENSG00000162461	SLC25A34	chr1	15736258	15741392
ENSG00000224459	SLC25A34-AS1	chr1	15739759	15749896
ENSG00000162460	TMEM82	chr1	15742499	15747982
ENSG00000297277	ENSG00000297277	chr1	15753533	15758739
ENSG00000162458	FBLIM1	chr1	15756607	15786594
ENSG00000179743	SPEN-AS1	chr1	15770783	15848147
ENSG00000224321	RPL12P14	chr1	15792796	15793285
ENSG00000233954	UQCRHL	chr1	15807169	15809348
ENSG00000178715	ENSG00000178715	chr1	15828232	15828669
ENSG00000065526	SPEN	chr1	15836095	15940456
ENSG00000270620	ENSG00000270620	chr1	15917698	15917908
ENSG00000116809	ZBTB17	chr1	15941869	15976132
ENSG00000234607	ENSG00000234607	chr1	15969632	15970194
ENSG00000231353	ENSG00000231353	chr1	15988182	15988441
ENSG00000275503	ENSG00000275503	chr1	15989140	15989375
ENSG00000224966	TBC1D3P6	chr1	15989871	15994751
ENSG00000183888	SRARP	chr1	16004236	16008807
ENSG00000233078	ENSG00000233078	chr1	16006160	16006671
ENSG00000173641	HSPB7	chr1	16014028	16019594
ENSG00000186510	CLCNKA	chr1	16018875	16034050
ENSG00000307216	ENSG00000307216	chr1	16034513	16039902
ENSG00000232456	FAM131C2P	chr1	16035178	16040029
ENSG00000184908	CLCNKB	chr1	16040252	16057311
ENSG00000185519	FAM131C	chr1	16057769	16073651
ENSG00000142627	EPHA2	chr1	16124337	16156069
ENSG00000227959	EPHA2-AS1	chr1	16155072	16183148
ENSG00000297531	ENSG00000297531	chr1	16187587	16189192
ENSG00000142632	ARHGEF19	chr1	16197854	16212652
ENSG00000291077	ENSG00000291077	chr1	16215422	16218472
ENSG00000237276	ANO7L1	chr1	16216469	16228027
ENSG00000288398	ENSG00000288398	chr1	16228674	16231335
ENSG00000132881	CPLANE2	chr1	16231692	16237183
ENSG00000293791	ENSG00000293791	chr1	16241061	16243283
ENSG00000233929	MT1XP1	chr1	16241213	16241398
ENSG00000037637	FBXO42	chr1	16246840	16352480
ENSG00000055070	SZRD1	chr1	16352575	16398145
ENSG00000226457	RPL22P3	chr1	16369150	16369530
ENSG00000187144	SPATA21	chr1	16387117	16437424
ENSG00000157191	NECAP2	chr1	16440721	16460078
ENSG00000290842	CROCCP3	chr1	16458753	16499257
ENSG00000226029	LINC01772	chr1	16460948	16468481
ENSG00000080947	CROCCP3	chr1	16474396	16491307
ENSG00000306228	ENSG00000306228	chr1	16499376	16502213
ENSG00000206652	RNU1-1	chr1	16514122	16514285
ENSG00000224174	ENSG00000224174	chr1	16514645	16522593
ENSG00000233421	LINC01783	chr1	16514977	16535707
ENSG00000277344	RNU1-6P	chr1	16534081	16534224
ENSG00000298308	ENSG00000298308	chr1	16535779	16541084
ENSG00000225710	PDE4DIPP8	chr1	16548651	16552531
ENSG00000219481	NBPF1	chr1	16562319	16613562
ENSG00000271732	ENSG00000271732	chr1	16590915	16617802
ENSG00000291072	ENSG00000291072	chr1	16618253	16680618
ENSG00000215908	CROCCP2	chr1	16618969	16657232
ENSG00000283773	ENSG00000283773	chr1	16642767	16643109
ENSG00000293920	ENSG00000293920	chr1	16644759	16645548
ENSG00000293901	ENSG00000293901	chr1	16645622	16646903
ENSG00000186301	MST1P2	chr1	16645622	16650289
ENSG00000282143	ENSG00000282143	chr1	16656781	16670115
ENSG00000207513	RNU1-3	chr1	16666785	16666948
ENSG00000280114	ENSG00000280114	chr1	16681097	16688749
ENSG00000290849	ENSG00000290849	chr1	16685037	16697291
ENSG00000236698	EIF1AXP1	chr1	16685621	16686055
ENSG00000296694	ENSG00000296694	chr1	16685788	16687973
ENSG00000268869	ESPNP	chr1	16691214	16720157
ENSG00000279151	ENSG00000279151	chr1	16701476	16713446
ENSG00000293526	ENSG00000293526	chr1	16706924	16710619
ENSG00000282740	ENSG00000282740	chr1	16737348	16750713
ENSG00000058453	CROCC	chr1	16740273	16972964
ENSG00000290850	ENSG00000290850	chr1	16740280	16752004
ENSG00000207389	RNU1-4	chr1	16740516	16740679
ENSG00000227684	CROCCP4	chr1	16750233	16750964
ENSG00000290851	ENSG00000290851	chr1	16754910	16770237
ENSG00000186715	MST1L	chr1	16757232	16764480
ENSG00000223643	ENSG00000223643	chr1	16851257	16853129
ENSG00000230239	PDE4DIPP9	chr1	16855407	16859284
ENSG00000263811	MIR3675	chr1	16858949	16859021
ENSG00000302843	ENSG00000302843	chr1	16859660	16907895
ENSG00000228549	LINC03126	chr1	16870945	16883659
ENSG00000277234	RNU1-5P	chr1	16873708	16873851
ENSG00000238142	ENSG00000238142	chr1	16887535	16896642
ENSG00000235241	ENSG00000235241	chr1	16889095	16889602
ENSG00000207005	RNU1-2	chr1	16895980	16896143
ENSG00000272426	ENSG00000272426	chr1	16904183	16904841
ENSG00000290122	ENSG00000290122	chr1	16904953	16905828
ENSG00000117122	MFAP2	chr1	16974502	16980632
ENSG00000286898	ENSG00000286898	chr1	16976282	16977795
ENSG00000226526	ENSG00000226526	chr1	16978926	17005091
ENSG00000159363	ATP13A2	chr1	16985958	17011928
ENSG00000288636	ENSG00000288636	chr1	17005068	17011757
ENSG00000117118	SDHB	chr1	17018664	17054151
ENSG00000117115	PADI2	chr1	17066761	17119451
ENSG00000204362	LINC02783	chr1	17189782	17198369
ENSG00000282843	ENSG00000282843	chr1	17193232	17201733
ENSG00000142623	PADI1	chr1	17205128	17246007
ENSG00000142619	PADI3	chr1	17249098	17284233
ENSG00000266634	MIR3972	chr1	17277889	17277975
ENSG00000159339	PADI4	chr1	17308195	17364004
ENSG00000276747	PADI6	chr1	17372196	17401699
ENSG00000227751	RCC2-AS1	chr1	17406760	17407382
ENSG00000179051	RCC2	chr1	17406760	17439677
ENSG00000308620	ENSG00000308620	chr1	17419840	17420400
ENSG00000290096	ENSG00000290096	chr1	17439179	17439328
ENSG00000307703	ENSG00000307703	chr1	17440133	17441574
ENSG00000306620	ENSG00000306620	chr1	17520305	17535713
ENSG00000074964	ARHGEF10L	chr1	17539698	17697874
ENSG00000302710	ENSG00000302710	chr1	17717161	17718277
ENSG00000236648	LINC02810	chr1	17717625	17749978
ENSG00000117148	ACTL8	chr1	17755333	17827063
ENSG00000296176	ENSG00000296176	chr1	17873343	17878966
ENSG00000296161	ENSG00000296161	chr1	17876629	17887906
ENSG00000284653	ENSG00000284653	chr1	18015712	18045612
ENSG00000302372	ENSG00000302372	chr1	18064725	18080202
ENSG00000261781	LINC01654	chr1	18065657	18074412
ENSG00000117154	IGSF21	chr1	18107798	18378483
ENSG00000280222	ENSG00000280222	chr1	18109389	18115861
ENSG00000293810	ENSG00000293810	chr1	18109937	18111100
ENSG00000230035	IGSF21-AS1	chr1	18159971	18179346
ENSG00000293766	ENSG00000293766	chr1	18176826	18205620
ENSG00000225387	ENSG00000225387	chr1	18385829	18388514
ENSG00000294535	ENSG00000294535	chr1	18410618	18420044
ENSG00000179023	KLHDC7A	chr1	18480930	18485974
ENSG00000235282	DYNLL1P3	chr1	18513118	18513383
ENSG00000225478	ENSG00000225478	chr1	18595414	18595636
ENSG00000300147	ENSG00000300147	chr1	18606593	18630858
ENSG00000009709	PAX7	chr1	18630846	18748866
ENSG00000308985	ENSG00000308985	chr1	18703629	18704264
ENSG00000179002	TAS1R2	chr1	18839599	18859660
ENSG00000159423	ALDH4A1	chr1	18871430	18902724
ENSG00000265606	MIR4695	chr1	18883202	18883275
ENSG00000221662	MIR1290	chr1	18897071	18897148
ENSG00000310349	ENSG00000310349	chr1	18902090	18903371
ENSG00000169991	IFFO2	chr1	18904280	18956676
ENSG00000295712	ENSG00000295712	chr1	18909635	18910811
ENSG00000308389	ENSG00000308389	chr1	19029661	19032613
ENSG00000307102	ENSG00000307102	chr1	19039362	19055178
ENSG00000272084	ENSG00000272084	chr1	19072110	19075511
ENSG00000127481	UBR4	chr1	19074510	19210266
ENSG00000230424	EMC1-AS1	chr1	19210330	19240709
ENSG00000127463	EMC1	chr1	19215660	19251552
ENSG00000309633	ENSG00000309633	chr1	19251795	19255350
ENSG00000053372	MRTO4	chr1	19251805	19260128
ENSG00000286064	ENSG00000286064	chr1	19260521	19262307
ENSG00000211454	AKR7L	chr1	19265982	19274194
ENSG00000162482	AKR7A3	chr1	19282573	19288770
ENSG00000270728	ENSG00000270728	chr1	19297080	19297903
ENSG00000308073	ENSG00000308073	chr1	19297759	19300806
ENSG00000053371	AKR7A2	chr1	19301991	19312144
ENSG00000200403	RNU6-1099P	chr1	19305076	19305182
ENSG00000040487	SLC66A1	chr1	19312326	19329300
ENSG00000077549	CAPZB	chr1	19338775	19485539
ENSG00000306364	ENSG00000306364	chr1	19408684	19411571
ENSG00000240490	RN7SL277P	chr1	19424384	19424671
ENSG00000306329	ENSG00000306329	chr1	19441261	19446808
ENSG00000173436	MICOS10	chr1	19484403	19629821
ENSG00000306287	ENSG00000306287	chr1	19496932	19564247
ENSG00000201609	RNU4-28P	chr1	19510593	19510733
ENSG00000235185	MICOS10-DT	chr1	19566701	19596873
ENSG00000158747	NBL1	chr1	19596979	19658456
ENSG00000270136	MICOS10-NBL1	chr1	19597067	19656927
ENSG00000226396	ENSG00000226396	chr1	19608114	19608568
ENSG00000306350	ENSG00000306350	chr1	19609524	19613288
ENSG00000158748	HTR6	chr1	19664875	19680966
ENSG00000162542	TMCO4	chr1	19682240	19799945
ENSG00000178828	RNF186	chr1	19814029	19815283
ENSG00000235434	RNF186-AS1	chr1	19814354	19819502
ENSG00000169914	OTUD3	chr1	19882395	19912945
ENSG00000308515	ENSG00000308515	chr1	19883632	19889172
ENSG00000188784	PLA2G2E	chr1	19920009	19923617
ENSG00000242688	RN7SL304P	chr1	19970969	19971269
ENSG00000188257	PLA2G2A	chr1	19975431	19980416
ENSG00000297402	ENSG00000297402	chr1	19983136	19984012
ENSG00000127472	PLA2G5	chr1	20028179	20091911
ENSG00000117215	PLA2G2D	chr1	20111939	20119566
ENSG00000307383	ENSG00000307383	chr1	20124765	20125277
ENSG00000158786	PLA2G2F	chr1	20139323	20150381
ENSG00000227066	ENSG00000227066	chr1	20154117	20160568
ENSG00000187980	PLA2G2C	chr1	20161253	20186518
ENSG00000162543	UBXN10	chr1	20186096	20196050
ENSG00000228105	LINC01757	chr1	20242992	20244664
ENSG00000284710	ENSG00000284710	chr1	20272018	20275005
ENSG00000158816	VWA5B1	chr1	20290875	20359518
ENSG00000226664	ENSG00000226664	chr1	20294211	20323187
ENSG00000304627	ENSG00000304627	chr1	20302372	20303001
ENSG00000236963	LINC01141	chr1	20360579	20439489
ENSG00000226487	ENSG00000226487	chr1	20412304	20413253
ENSG00000284641	ENSG00000284641	chr1	20476222	20478937
ENSG00000284743	ENSG00000284743	chr1	20478741	20480478
ENSG00000296909	ENSG00000296909	chr1	20481279	20483582
ENSG00000162545	CAMK2N1	chr1	20482391	20486210
ENSG00000289402	ENSG00000289402	chr1	20486356	20487405
ENSG00000090432	MUL1	chr1	20499448	20508151
ENSG00000215520	RPS4XP4	chr1	20525989	20526751
ENSG00000183114	FAM43B	chr1	20552573	20555020
ENSG00000158825	CDA	chr1	20589086	20618903
ENSG00000158828	PINK1	chr1	20633458	20651511
ENSG00000284005	MIR6084	chr1	20633679	20633788
ENSG00000117242	PINK1-AS	chr1	20642657	20652193
ENSG00000244038	DDOST	chr1	20651767	20661544
ENSG00000296887	ENSG00000296887	chr1	20661709	20665787
ENSG00000117245	KIF17	chr1	20664014	20718017
ENSG00000235432	ENSG00000235432	chr1	20692734	20694013
ENSG00000189410	SH2D5	chr1	20719731	20732837
ENSG00000298940	ENSG00000298940	chr1	20730001	20736533
ENSG00000233069	ENSG00000233069	chr1	20732249	20733952
ENSG00000127483	HP1BP3	chr1	20740266	20787323
ENSG00000075151	EIF4G3	chr1	20806292	21177285
ENSG00000251914	RNU7-200P	chr1	20841241	20841302
ENSG00000221808	MIR1256	chr1	20988314	20988432
ENSG00000233072	RPS15AP6	chr1	21003550	21003934
ENSG00000236073	ENSG00000236073	chr1	21073639	21073753
ENSG00000235112	HSPE1P27	chr1	21161475	21162081
ENSG00000287192	ENSG00000287192	chr1	21177054	21178164
ENSG00000117298	ECE1	chr1	21217247	21345572
ENSG00000236936	ENSG00000236936	chr1	21262942	21267255
ENSG00000231105	ECE1-AS1	chr1	21293290	21299874
ENSG00000296859	ENSG00000296859	chr1	21346309	21347894
ENSG00000236216	PPP1R11P1	chr1	21397987	21398362
ENSG00000228823	PDE4DIPP10	chr1	21411460	21413293
ENSG00000236009	ENSG00000236009	chr1	21415898	21417492
ENSG00000227001	NBPF2P	chr1	21424625	21427967
ENSG00000187952	HS6ST1P1	chr1	21428303	21429536
ENSG00000186543	CROCCP5	chr1	21434318	21437558
ENSG00000295832	ENSG00000295832	chr1	21436780	21439816
ENSG00000142794	NBPF3	chr1	21440128	21485005
ENSG00000176378	PFN1P10	chr1	21459756	21460082
ENSG00000162551	ALPL	chr1	21509397	21578410
ENSG00000298372	ENSG00000298372	chr1	21543298	21551698
ENSG00000289715	ENSG00000289715	chr1	21547404	21554002
ENSG00000305564	ENSG00000305564	chr1	21582989	21584069
ENSG00000233431	LINC02596	chr1	21586472	21591198
ENSG00000076864	RAP1GAP	chr1	21596221	21669357
ENSG00000090686	USP48	chr1	21678298	21783606
ENSG00000231978	ENSG00000231978	chr1	21768269	21768575
ENSG00000187942	LDLRAD2	chr1	21812265	21825225
ENSG00000142798	HSPG2	chr1	21822244	21937310
ENSG00000305448	ENSG00000305448	chr1	21907007	21911146
ENSG00000232037	RPL21P29	chr1	21908098	21908580
ENSG00000293453	ENSG00000293453	chr1	21943780	21957177
ENSG00000283234	ENSG00000283234	chr1	21950735	21951578
ENSG00000219073	CELA3B	chr1	21977022	21998642
ENSG00000285959	ENSG00000285959	chr1	21983606	22030617
ENSG00000273610	RN7SL386P	chr1	21987481	21987777
ENSG00000201919	RNU6-1022P	chr1	21987816	21987919
